"","V1","V2"
"5217","French Guiana"," Wyeomyia mystes"
"5218","French Guiana"," Wyeomyia nigricephala"
"5219","French Guiana"," Wyeomyia occulta"
"5220","French Guiana"," Wyeomyia pertinans"
"5221","French Guiana"," Wyeomyia pseudopecten"
"5222","French Guiana"," Wyeomyia pseudorobusta"
"5223","French Guiana"," Wyeomyia robusta"
"5224","French Guiana"," Wyeomyia rorotai"
"5225","French Guiana"," Wyeomyia splendida"
"5226","French Guiana"," Wyeomyia surinamensis"
"5227","French Guiana"," Wyeomyia testei"
"5228","French Guiana"," Wyeomyia trifurcata"
"5229","French Guiana"," Wyeomyia ulocoma"
"5230","French Polynesia","Culex annulirostris"
"5231","French Polynesia"," Culex atriceps"
"5232","French Polynesia"," Culex kesseli"
"5233","French Polynesia"," Culex marquesensis"
"5234","French Polynesia"," Culex quinquefasciatus"
"5235","French Polynesia"," Culex roseni"
"5236","French Polynesia"," Culex sechani"
"5237","French Polynesia"," Culex toviiensis"
"5238","French Polynesia"," Ochlerotatus edgari"
"5239","French Polynesia"," Stegomyia albopicta"
"5240","French Polynesia"," Stegomyia polynesiensis"
"5241","Gabon","Aedeomyia africana"
"5242","Gabon"," Aedimorphus alboventralis"
"5243","Gabon"," Aedimorphus domesticus"
"5244","Gabon"," Aedimorphus fowleri"
"5245","Gabon"," Aedimorphus grjebinei"
"5246","Gabon"," Aedimorphus leptolabis"
"5247","Gabon"," Aedimorphus nigricephalus"
"5248","Gabon"," Anopheles arabiensis"
"5249","Gabon"," Anopheles caroni"
"5250","Gabon"," Anopheles cinctus"
"5251","Gabon"," Anopheles coluzzii"
"5252","Gabon"," Anopheles coustani"
"5253","Gabon"," Anopheles funestus"
"5254","Gabon"," Anopheles gambiae"
"5255","Gabon"," Anopheles hancocki"
"5256","Gabon"," Anopheles hargreavesi"
"5257","Gabon"," Anopheles marshallii"
"5258","Gabon"," Anopheles melas"
"5259","Gabon"," Anopheles moucheti"
"5260","Gabon"," Anopheles nili"
"5261","Gabon"," Anopheles obscurus"
"5262","Gabon"," Anopheles paludis"
"5263","Gabon"," Anopheles pharoensis"
"5264","Gabon"," Anopheles pretoriensis"
"5265","Gabon"," Anopheles rufipes"
"5266","Gabon"," Anopheles smithii"
"5267","Gabon"," Anopheles tenebrosus"
"5268","Gabon"," Anopheles wellcomei"
"5269","Gabon"," Anopheles ziemanni"
"5270","Gabon"," Catageiomyia argenteopunctata"
"5271","Gabon"," Catageiomyia punctothoracis"
"5272","Gabon"," Cellia wellcomei ugandae"
"5273","Gabon"," Coquillettidia aurites"
"5274","Gabon"," Coquillettidia cristata"
"5275","Gabon"," Culex bitaeniorhynchus"
"5276","Gabon"," Culex decens"
"5277","Gabon"," Culex duttoni"
"5278","Gabon"," Culex galliardi"
"5279","Gabon"," Culex guiarti"
"5280","Gabon"," Culex inconspicuosus"
"5281","Gabon"," Culex ingrami"
"5282","Gabon"," Culex invidiosus"
"5283","Gabon"," Culex macfiei"
"5284","Gabon"," Culex neavei"
"5285","Gabon"," Culex nebulosus"
"5286","Gabon"," Culex perfidiosus"
"5287","Gabon"," Culex perfuscus"
"5288","Gabon"," Culex poicilipes"
"5289","Gabon"," Culex pruina"
"5290","Gabon"," Culex pruina eschirasi"
"5291","Gabon"," Culex quinquefasciatus"
"5292","Gabon"," Culex rima"
"5293","Gabon"," Culex rubinotus"
"5294","Gabon"," Culex subaequalis"
"5295","Gabon"," Culex sunyaniensis"
"5296","Gabon"," Culex thalassius"
"5297","Gabon"," Culex trifilatus"
"5298","Gabon"," Culex tritaeniorhynchus"
"5299","Gabon"," Culex univittatus"
"5300","Gabon"," Culiseta fraseri"
"5301","Gabon"," Eretmapodites chrysogaster"
"5302","Gabon"," Eretmapodites leucopous"
"5303","Gabon"," Ficalbia malfeyti"
"5304","Gabon"," Fredwardsius vittatus"
"5305","Gabon"," Hodgesia cyptopus"
"5306","Gabon"," Lutzia tigripes"
"5307","Gabon"," Malaya taeniarostris"
"5308","Gabon"," Mansonia africana"
"5309","Gabon"," Mansonia uniformis"
"5310","Gabon"," Mimomyia mediolineata"
"5311","Gabon"," Mimomyia mimomyiaformis"
"5312","Gabon"," Mimomyia plumosa"
"5313","Gabon"," Mucidus mucidus"
"5314","Gabon"," Mucidus scatophagoides"
"5315","Gabon"," Neomelaniconion lineatopenne"
"5316","Gabon"," Oculeomyia annulioris consimilis"
"5317","Gabon"," Stegomyia aegypti"
"5318","Gabon"," Stegomyia aegypti formosus"
"5319","Gabon"," Stegomyia africana"
"5320","Gabon"," Stegomyia albopicta"
"5321","Gabon"," Stegomyia apicoargentea"
"5322","Gabon"," Stegomyia unilineata"
"5323","Gabon"," Toxorhynchites brevipalpis conradti"
"5324","Gabon"," Uranotaenia balfouri"
"5325","Gabon"," Uranotaenia fusca"
"5326","Gabon"," Uranotaenia mashonaensis"
"5327","Gabon"," Uranotaenia nigromaculata"
"5328","Gabon"," Uranotaenia ornata"
"5329","Gabon"," Uranotaenia pallidocephala"
"5330","Gambia","Aedimorphus vexans arabiensis"
"5331","Gambia"," Anopheles arabiensis"
"5332","Gambia"," Anopheles brohieri"
"5333","Gambia"," Anopheles brunnipes"
"5334","Gambia"," Anopheles coluzzii"
"5335","Gambia"," Anopheles coustani"
"5336","Gambia"," Anopheles flavicosta"
"5337","Gambia"," Anopheles funestus"
"5338","Gambia"," Anopheles gambiae"
"5339","Gambia"," Anopheles maculipalpis"
"5340","Gambia"," Anopheles melas"
"5341","Gambia"," Anopheles murphyi"
"5342","Gambia"," Anopheles pharoensis"
"5343","Gambia"," Anopheles rufipes"
"5344","Gambia"," Anopheles squamosus"
"5345","Gambia"," Anopheles wellcomei"
"5346","Gambia"," Anopheles ziemanni"
"5347","Gambia"," Catageiomyia minuta"
"5348","Gambia"," Coquillettidia cristata"
"5349","Gambia"," Culex bitaeniorhynchus"
"5350","Gambia"," Culex galliardi"
"5351","Gambia"," Culex grahamii"
"5352","Gambia"," Culex guiarti"
"5353","Gambia"," Culex inconspicuosus"
"5354","Gambia"," Culex invidiosus"
"5355","Gambia"," Culex philipi"
"5356","Gambia"," Culex poicilipes"
"5357","Gambia"," Culex quinquefasciatus"
"5358","Gambia"," Culex sunyaniensis"
"5359","Gambia"," Culex thalassius"
"5360","Gambia"," Culex tritaeniorhynchus"
"5361","Gambia"," Culex univittatus"
"5362","Gambia"," Diceromyia furcifer"
"5363","Gambia"," Fredwardsius vittatus"
"5364","Gambia"," Lutzia tigripes"
"5365","Gambia"," Mansonia africana"
"5366","Gambia"," Mansonia uniformis"
"5367","Gambia"," Mimomyia hispida"
"5368","Gambia"," Mimomyia mediolineata"
"5369","Gambia"," Mimomyia pallida"
"5370","Gambia"," Neomelaniconion albothorax"
"5371","Gambia"," Neomelaniconion circumluteolum"
"5372","Gambia"," Neomelaniconion mcintoshi"
"5373","Gambia"," Polyleptiomyia albocephala"
"5374","Gambia"," Stegomyia aegypti"
"5375","Gambia"," Toxorhynchites brevipalpis conradti"
"5376","Gambia"," Uranotaenia annulata"
"5377","Gambia"," Uranotaenia balfouri"
"5378","Gambia"," Uranotaenia pallidocephala"
"5379","Georgia","Aedes cinereus"
"5380","Georgia"," Aedimorphus vexans"
"5381","Georgia"," Aedimorphus vexans nipponii"
"5382","Georgia"," Anopheles algeriensis"
"5383","Georgia"," Anopheles claviger"
"5384","Georgia"," Anopheles hyrcanus"
"5385","Georgia"," Anopheles maculipennis"
"5386","Georgia"," Anopheles melanoon"
"5387","Georgia"," Anopheles plumbeus"
"5388","Georgia"," Anopheles sacharovi"
"5389","Georgia"," Anopheles superpictus"
"5390","Georgia"," Culex pipiens"
"5391","Georgia"," Culiseta alaskaensis indica"
"5392","Georgia"," Culiseta annulata"
"5393","Georgia"," Culiseta fumipennis"
"5394","Georgia"," Culiseta morsitans"
"5395","Georgia"," Dahliana geniculata"
"5396","Georgia"," Ochlerotatus caspius"
"5397","Georgia"," Ochlerotatus excrucians"
"5398","Georgia"," Ochlerotatus intrudens"
"5399","Georgia"," Ochlerotatus pulcritarsis"
"5400","Georgia"," Ochlerotatus punctor"
"5401","Georgia"," Ochlerotatus sticticus"
"5402","Georgia"," Stegomyia aegypti"
"5403","Georgia"," Stegomyia cretina"
"5404","Georgia"," Uranotaenia unguiculata"
"5405","Germany","Aedes cinereus"
"5406","Germany"," Aedes geminus"
"5407","Germany"," Aedes rossicus"
"5408","Germany"," Aedimorphus vexans"
"5409","Germany"," Anopheles algeriensis"
"5410","Germany"," Anopheles atroparvus"
"5411","Germany"," Anopheles claviger"
"5412","Germany"," Anopheles maculipennis"
"5413","Germany"," Anopheles messeae"
"5414","Germany"," Anopheles plumbeus"
"5415","Germany"," Coquillettidia richiardii"
"5416","Germany"," Culex hortensis"
"5417","Germany"," Culex martinii"
"5418","Germany"," Culex modestus"
"5419","Germany"," Culex pipiens"
"5420","Germany"," Culex territans"
"5421","Germany"," Culex torrentium"
"5422","Germany"," Culiseta alaskaensis"
"5423","Germany"," Culiseta annulata"
"5424","Germany"," Culiseta fumipennis"
"5425","Germany"," Culiseta glaphyroptera"
"5426","Germany"," Culiseta longiareolata"
"5427","Germany"," Culiseta morsitans"
"5428","Germany"," Culiseta ochroptera"
"5429","Germany"," Culiseta subochrea"
"5430","Germany"," Dahliana geniculata"
"5431","Germany"," Ochlerotatus annulipes"
"5432","Germany"," Ochlerotatus cantans"
"5433","Germany"," Ochlerotatus caspius"
"5434","Germany"," Ochlerotatus cataphylla"
"5435","Germany"," Ochlerotatus communis"
"5436","Germany"," Ochlerotatus cyprius"
"5437","Germany"," Ochlerotatus detritus"
"5438","Germany"," Ochlerotatus diantaeus"
"5439","Germany"," Ochlerotatus dorsalis"
"5440","Germany"," Ochlerotatus excrucians"
"5441","Germany"," Ochlerotatus flavescens"
"5442","Germany"," Ochlerotatus intrudens"
"5443","Germany"," Ochlerotatus leucomelas"
"5444","Germany"," Ochlerotatus nigrinus"
"5445","Germany"," Ochlerotatus pullatus"
"5446","Germany"," Ochlerotatus punctor"
"5447","Germany"," Ochlerotatus refiki"
"5448","Germany"," Ochlerotatus riparius"
"5449","Germany"," Ochlerotatus rusticus"
"5450","Germany"," Ochlerotatus sticticus"
"5451","Germany"," Uranotaenia unguiculata"
"5452","Ghana","Aedeomyia africana"
"5453","Ghana"," Aedimorphus abnormalis"
"5454","Ghana"," Aedimorphus centropunctatus"
"5455","Ghana"," Aedimorphus cumminsii"
"5456","Ghana"," Aedimorphus cumminsii mediopunctatus"
"5457","Ghana"," Aedimorphus domesticus"
"5458","Ghana"," Aedimorphus fowleri"
"5459","Ghana"," Aedimorphus pubescens"
"5460","Ghana"," Aedimorphus stenoscutus"
"5461","Ghana"," Albuginosus stokesi"
"5462","Ghana"," Anopheles brohieri"
"5463","Ghana"," Anopheles brunnipes"
"5464","Ghana"," Anopheles cinctus"
"5465","Ghana"," Anopheles coluzzii"
"5466","Ghana"," Anopheles coustani"
"5467","Ghana"," Anopheles flavicosta"
"5468","Ghana"," Anopheles freetownensis"
"5469","Ghana"," Anopheles funestus"
"5470","Ghana"," Anopheles gambiae"
"5471","Ghana"," Anopheles hargreavesi"
"5472","Ghana"," Anopheles implexus"
"5473","Ghana"," Anopheles maculipalpis"
"5474","Ghana"," Anopheles melas"
"5475","Ghana"," Anopheles nili"
"5476","Ghana"," Anopheles obscurus"
"5477","Ghana"," Anopheles paludis"
"5478","Ghana"," Anopheles pharoensis"
"5479","Ghana"," Anopheles pretoriensis"
"5480","Ghana"," Anopheles rhodesiensis"
"5481","Ghana"," Anopheles rufipes"
"5482","Ghana"," Anopheles smithii"
"5483","Ghana"," Anopheles squamosus"
"5484","Ghana"," Anopheles wellcomei"
"5485","Ghana"," Anopheles ziemanni"
"5486","Ghana"," Catageiomyia irritans"
"5487","Ghana"," Catageiomyia minuta"
"5488","Ghana"," Catageiomyia mixta"
"5489","Ghana"," Catageiomyia punctothoracis"
"5490","Ghana"," Catageiomyia tarsalis"
"5491","Ghana"," Cellia rufipes broussesi"
"5492","Ghana"," Coquillettidia metallica"
"5493","Ghana"," Culex albiventris"
"5494","Ghana"," Culex andreanus"
"5495","Ghana"," Culex argenteopunctatus kingii"
"5496","Ghana"," Culex bitaeniorhynchus"
"5497","Ghana"," Culex cinereus"
"5498","Ghana"," Culex decens"
"5499","Ghana"," Culex duttoni"
"5500","Ghana"," Culex grahamii"
"5501","Ghana"," Culex guiarti sudanicus"
"5502","Ghana"," Culex horridus"
"5503","Ghana"," Culex inconspicuosus"
"5504","Ghana"," Culex ingrami"
"5505","Ghana"," Culex insignis"
"5506","Ghana"," Culex invidiosus"
"5507","Ghana"," Culex macfiei"
"5508","Ghana"," Culex nebulosus"
"5509","Ghana"," Culex ornatothoracis"
"5510","Ghana"," Culex perfidiosus"
"5511","Ghana"," Culex perfuscus"
"5512","Ghana"," Culex philipi"
"5513","Ghana"," Culex pruina"
"5514","Ghana"," Culex sunyaniensis"
"5515","Ghana"," Culex thalassius"
"5516","Ghana"," Culex trifoliatus"
"5517","Ghana"," Culex tritaeniorhynchus"
"5518","Ghana"," Culex univittatus"
"5519","Ghana"," Culex watti"
"5520","Ghana"," Culex weschei"
"5521","Ghana"," Culex wigglesworthi"
"5522","Ghana"," Diceromyia furcifer"
"5523","Ghana"," Elpeytonius simulans"
"5524","Ghana"," Eretmapodites chrysogaster"
"5525","Ghana"," Eretmapodites dracaenae"
"5526","Ghana"," Eretmapodites forcipulatus"
"5527","Ghana"," Eretmapodites grahami"
"5528","Ghana"," Eretmapodites leucopous"
"5529","Ghana"," Eretmapodites melanopous"
"5530","Ghana"," Eretmapodites oedipodeios"
"5531","Ghana"," Eretmapodites plioleucus"
"5532","Ghana"," Eretmapodites quinquevittatus"
"5533","Ghana"," Eretmapodites semisimplicipes"
"5534","Ghana"," Fredwardsius vittatus"
"5535","Ghana"," Hodgesia cyptopus"
"5536","Ghana"," Hodgesia nigeriae"
"5537","Ghana"," Hopkinsius ingrami"
"5538","Ghana"," Lutzia tigripes"
"5539","Ghana"," Malaya trichorostris"
"5540","Ghana"," Mansonia africana"
"5541","Ghana"," Mansonia uniformis"
"5542","Ghana"," Mimomyia hispida"
"5543","Ghana"," Mimomyia mediolineata"
"5544","Ghana"," Mimomyia mimomyiaformis"
"5545","Ghana"," Mimomyia pallida"
"5546","Ghana"," Mimomyia plumosa"
"5547","Ghana"," Mimomyia splendens"
"5548","Ghana"," Mucidus grahamii"
"5549","Ghana"," Mucidus sudanensis"
"5550","Ghana"," Neomelaniconion bolense"
"5551","Ghana"," Neomelaniconion carteri"
"5552","Ghana"," Neomelaniconion circumluteolum"
"5553","Ghana"," Neomelaniconion fuscinerve"
"5554","Ghana"," Neomelaniconion jamoti"
"5555","Ghana"," Neomelaniconion lineatopenne"
"5556","Ghana"," Neomelaniconion punctocostale"
"5557","Ghana"," Neomelaniconion taeniarostre"
"5558","Ghana"," Oculeomyia annulioris consimilis"
"5559","Ghana"," Pseudarmigeres argenteoventralis"
"5560","Ghana"," Stegomyia aegypti"
"5561","Ghana"," Stegomyia apicoargentea"
"5562","Ghana"," Stegomyia bromeliae"
"5563","Ghana"," Stegomyia denderensis"
"5564","Ghana"," Stegomyia dendrophilus"
"5565","Ghana"," Stegomyia fraseri"
"5566","Ghana"," Stegomyia lilii"
"5567","Ghana"," Stegomyia luteocephala"
"5568","Ghana"," Stegomyia mattinglyorum"
"5569","Ghana"," Stegomyia metallica"
"5570","Ghana"," Stegomyia unilineata"
"5571","Ghana"," Toxorhynchites brevipalpis conradti"
"5572","Ghana"," Toxorhynchites phytophagus"
"5573","Ghana"," Uranotaenia alboabdominalis"
"5574","Ghana"," Uranotaenia annulata"
"5575","Ghana"," Uranotaenia apicotaeniata"
"5576","Ghana"," Uranotaenia balfouri"
"5577","Ghana"," Uranotaenia bilineata"
"5578","Ghana"," Uranotaenia cavernicola"
"5579","Ghana"," Uranotaenia connali"
"5580","Ghana"," Uranotaenia fraseri"
"5581","Ghana"," Uranotaenia fusca"
"5582","Ghana"," Uranotaenia mashonaensis"
"5583","Ghana"," Uranotaenia mayeri"
"5584","Ghana"," Uranotaenia nigromaculata"
"5585","Ghana"," Uranotaenia ornata"
"5586","Ghana"," Zavortinkius geoffroyi"
"5587","Ghana"," Zavortinkius pollinctor"
"5588","Greece","Acartomyia mariae"
"5589","Greece"," Acartomyia zammitii"
"5590","Greece"," Aedimorphus vexans"
"5591","Greece"," Anopheles algeriensis"
"5592","Greece"," Anopheles atroparvus"
"5593","Greece"," Anopheles claviger"
"5594","Greece"," Anopheles hyrcanus"
"5595","Greece"," Anopheles labranchiae"
"5596","Greece"," Anopheles maculipennis"
"5597","Greece"," Anopheles marteri"
"5598","Greece"," Anopheles melanoon"
"5599","Greece"," Anopheles messeae"
"5600","Greece"," Anopheles petragnani"
"5601","Greece"," Anopheles plumbeus"
"5602","Greece"," Anopheles pseudopictus"
"5603","Greece"," Anopheles sacharovi"
"5604","Greece"," Anopheles sergentii"
"5605","Greece"," Anopheles superpictus"
"5606","Greece"," Cellia cinereus hispaniola"
"5607","Greece"," Coquillettidia buxtoni"
"5608","Greece"," Coquillettidia richiardii"
"5609","Greece"," Culex hortensis"
"5610","Greece"," Culex laticinctus"
"5611","Greece"," Culex mimeticus"
"5612","Greece"," Culex modestus"
"5613","Greece"," Culex perexiguus"
"5614","Greece"," Culex pipiens"
"5615","Greece"," Culex pusillus"
"5616","Greece"," Culex quinquefasciatus"
"5617","Greece"," Culex territans"
"5618","Greece"," Culex theileri"
"5619","Greece"," Culex tritaeniorhynchus"
"5620","Greece"," Culex univittatus"
"5621","Greece"," Culiseta annulata"
"5622","Greece"," Culiseta fumipennis"
"5623","Greece"," Culiseta longiareolata"
"5624","Greece"," Culiseta morsitans"
"5625","Greece"," Culiseta subochrea"
"5626","Greece"," Dahliana echinus"
"5627","Greece"," Dahliana geniculata"
"5628","Greece"," Ochlerotatus annulipes"
"5629","Greece"," Ochlerotatus berlandi"
"5630","Greece"," Ochlerotatus cantans"
"5631","Greece"," Ochlerotatus caspius"
"5632","Greece"," Ochlerotatus cataphylla"
"5633","Greece"," Ochlerotatus communis"
"5634","Greece"," Ochlerotatus detritus"
"5635","Greece"," Ochlerotatus dorsalis"
"5636","Greece"," Ochlerotatus lepidonotus"
"5637","Greece"," Ochlerotatus pulcritarsis"
"5638","Greece"," Ochlerotatus pullatus"
"5639","Greece"," Ochlerotatus punctor"
"5640","Greece"," Ochlerotatus refiki"
"5641","Greece"," Ochlerotatus rusticus"
"5642","Greece"," Ochlerotatus sticticus"
"5643","Greece"," Orthopodomyia pulcripalpis"
"5644","Greece"," Stegomyia albopicta"
"5645","Greece"," Stegomyia cretina"
"5646","Greece"," Uranotaenia unguiculata"
"5647","Greenland","Ochlerotatus nigripes"
"5648","Greenland"," 'Ochlerotatus' sensu auctorum triseriatus"
"5649","Grenada","Anopheles aquasalis"
"5650","Grenada"," Anopheles argyritarsis"
"5651","Grenada"," Anopheles pseudopunctipennis"
"5652","Grenada"," Culex idottus"
"5653","Grenada"," Culex inflictus"
"5654","Grenada"," Culex inimitabilis"
"5655","Grenada"," Culex jocasta"
"5656","Grenada"," Culex nigripalpus"
"5657","Grenada"," Culex originator"
"5658","Grenada"," Culex quinquefasciatus"
"5659","Grenada"," Deinocerites magnus"
"5660","Grenada"," Haemagogus splendens"
"5661","Grenada"," Howardina busckii"
"5662","Grenada"," Isostomyia perturbans"
"5663","Grenada"," Limatus durhamii"
"5664","Grenada"," Ochlerotatus phaeonotus"
"5665","Grenada"," Ochlerotatus scapularis"
"5666","Grenada"," Ochlerotatus taeniorhynchus"
"5667","Grenada"," Stegomyia aegypti"
"5668","Grenada"," Toxorhynchites gerbergi"
"5669","Grenada"," Uranotaenia lowii"
"5670","Grenada"," Wyeomyia aporonoma"
"5671","Grenada"," Wyeomyia clasoleuca"
"5672","Grenada"," Wyeomyia grayii"
"5673","Grenada"," Wyeomyia pertinans"
"5674","Guadeloupe","Anopheles albimanus"
